,0,1
658,Alex.r WRIGHT,Alexander WRIGHT
659,Alex.r MARTIN,Alexander MARTIN
660,Alex.r WOOD,Alexander WOOD
661,Alex.r ALLEN,Alexander ALLEN
662,Alex.r ROBINSON,Alexander ROBINSON
663,Alex.r LEWIS,Alexander LEWIS
664,Alex.r SCOTT,Alexander SCOTT
665,Alex.r YOUNG,Alexander YOUNG
666,Alex.r JACKSON,Alexander JACKSON
667,Alex.r ADAMS,Alexander ADAMS
668,Alex.r TRYNISKI,Alexander TRYNISKI
669,Alex.r GREEN,Alexander GREEN
670,Alex.r EVANS,Alexander EVANS
671,Alex.r KING,Alexander KING
672,Alex.r BAKER,Alexander BAKER
673,Alex.r JOHN,Alexander JOHN
674,Alex.r HARRIS,Alexander HARRIS
675,Alex.r ROBERTS,Alexander ROBERTS
676,Alex.r CAMPBELL,Alexander CAMPBELL
677,Alex.r JAMES,Alexander JAMES
678,Alex.r STEWART,Alexander STEWART
679,Alex.r LEE,Alexander LEE
680,Alex.r COUNTY,Alexander COUNTY
681,Alex.r TURNER,Alexander TURNER
682,Alex.r PARKER,Alexander PARKER
683,Alex.r COOK,Alexander COOK
684,Alex.r MC,Alexander MC
685,Alex.r EDWARDS,Alexander EDWARDS
686,Alex.r MORRIS,Alexander MORRIS
687,Alex.r MITCHELL,Alexander MITCHELL
688,Alex.r BELL,Alexander BELL
689,Alex.r WARD,Alexander WARD
690,Alex.r WATSON,Alexander WATSON
691,Alex.r MORGAN,Alexander MORGAN
692,Alex.r DAVIES,Alexander DAVIES
693,Alex.r COOPER,Alexander COOPER
694,Alex.r PHILLIPS,Alexander PHILLIPS
695,Alex.r ROGERS,Alexander ROGERS
696,Alex.r GRAY,Alexander GRAY
697,Alex.r HUGHES,Alexander HUGHES
698,Alex.r HARRISON,Alexander HARRISON
699,Alex.r CARTER,Alexander CARTER
700,Alex.r MURPHY,Alexander MURPHY
701,Alex.r COLLINS,Alexander COLLINS
702,Alex.r HENRY,Alexander HENRY
703,Alex.r FOSTER,Alexander FOSTER
704,Alex.r RICHARDSON,Alexander RICHARDSON
705,Alex.r RUSSELL,Alexander RUSSELL
706,Alex.r HAMILTON,Alexander HAMILTON
707,Alex.r SHAW,Alexander SHAW
708,Alex.r BENNETT,Alexander BENNETT
709,Alex.r HOWARD,Alexander HOWARD
710,Alex.r REED,Alexander REED
711,Alex.r FISHER,Alexander FISHER
712,Alex.r MARSHALL,Alexander MARSHALL
713,Alex.r MAY,Alexander MAY
714,Alex.r CHURCH,Alexander CHURCH
715,Alex.r WASHINGTON,Alexander WASHINGTON
716,Alex.r KELLY,Alexander KELLY
717,Alex.r PRICE,Alexander PRICE
718,Alex.r MURRAY,Alexander MURRAY
719,Alex.r WILLIAM,Alexander WILLIAM
720,Alex.r PALMER,Alexander PALMER
721,Alex.r STEVENS,Alexander STEVENS
722,Alex.r COX,Alexander COX
723,Alex.r ROBERTSON,Alexander ROBERTSON
724,Alex.r MISS,Alexander MISS
725,Alex.r CLARKE,Alexander CLARKE
726,Alex.r BAILEY,Alexander BAILEY
727,Alex.r GEORGE,Alexander GEORGE
728,Alex.r NELSON,Alexander NELSON
729,Alex.r MASON,Alexander MASON
730,Alex.r BUTLER,Alexander BUTLER
731,Alex.r MILLS,Alexander MILLS
732,Alex.r HUNT,Alexander HUNT
733,Alex.r ISLAND,Alexander ISLAND
734,Alex.r SIMPSON,Alexander SIMPSON
735,Alex.r GRAHAM,Alexander GRAHAM
736,Alex.r HENDERSON,Alexander HENDERSON
737,Alex.r ROSS,Alexander ROSS
738,Alex.r STONE,Alexander STONE
739,Alex.r PORTER,Alexander PORTER
740,Alex.r WALLACE,Alexander WALLACE
741,Alex.r KENNEDY,Alexander KENNEDY
742,Alex.r GIBSON,Alexander GIBSON
743,Alex.r WEST,Alexander WEST
744,Alex.r BROOKS,Alexander BROOKS
745,Alex.r ELLIS,Alexander ELLIS
746,Alex.r BARNES,Alexander BARNES
747,Alex.r JOHNSTON,Alexander JOHNSTON
748,Alex.r SULLIVAN,Alexander SULLIVAN
749,Alex.r WELLS,Alexander WELLS
750,Alex.r HART,Alexander HART
751,Alex.r FORD,Alexander FORD
752,Alex.r REYNOLDS,Alexander REYNOLDS
753,Alex.r ALEXANDER,Alexander ALEXANDER
754,Alex.r CO,Alexander CO
755,Alex.r COLE,Alexander COLE
756,Alex.r FOX,Alexander FOX
757,Alex.r HOLMES,Alexander HOLMES
758,Alex.r DAY,Alexander DAY
759,Alex.r CHAPMAN,Alexander CHAPMAN
760,Alex.r POWELL,Alexander POWELL
761,Alex.r WEBSTER,Alexander WEBSTER
762,Alex.r LONG,Alexander LONG
763,Alex.r RICHARDS,Alexander RICHARDS
764,Alex.r GRANT,Alexander GRANT
765,Alex.r HUNTER,Alexander HUNTER
766,Alex.r WEBB,Alexander WEBB
767,Alex.r THOMSON,Alexander THOMSON
768,Alex.r WM,Alexander WM
769,Alex.r LINCOLN,Alexander LINCOLN
770,Alex.r GORDON,Alexander GORDON
771,Alex.r WHEELER,Alexander WHEELER
772,Alex.r STREET,Alexander STREET
773,Alex.r PERRY,Alexander PERRY
774,Alex.r BLACK,Alexander BLACK
775,Alex.r LANE,Alexander LANE
776,Alex.r GARDNER,Alexander GARDNER
777,Alex.r CITY,Alexander CITY
778,Alex.r LAWRENCE,Alexander LAWRENCE
779,Alex.r ANDREWS,Alexander ANDREWS
780,Alex.r WARREN,Alexander WARREN
781,Alex.r SPENCER,Alexander SPENCER
782,Alex.r RICE,Alexander RICE
783,Alex.r JENKINS,Alexander JENKINS
784,Alex.r KNIGHT,Alexander KNIGHT
785,Alex.r ARMSTRONG,Alexander ARMSTRONG
786,Alex.r BURNS,Alexander BURNS
787,Alex.r BARKER,Alexander BARKER
788,Alex.r DUNN,Alexander DUNN
789,Alex.r REID,Alexander REID
790,Alex.r COLLEGE,Alexander COLLEGE
791,Alex.r MARY,Alexander MARY
792,Alex.r HAYES,Alexander HAYES
793,Alex.r PAGE,Alexander PAGE
794,Alex.r ROSE,Alexander ROSE
795,Alex.r PATTERSON,Alexander PATTERSON
796,Alex.r ANN,Alexander ANN
797,Alex.r CRAWFORD,Alexander CRAWFORD
798,Alex.r ARNOLD,Alexander ARNOLD
799,Alex.r HOUSE,Alexander HOUSE
800,Alf. SMITH,Alfred SMITH
801,Alf. SMITH,Alphonse SMITH
802,Alf. JONES,Alfred JONES
803,Alf. JONES,Alphonse JONES
804,Alf. BROWN,Alfred BROWN
805,Alf. BROWN,Alphonse BROWN
806,Alf. JOHNSON,Alfred JOHNSON
807,Alf. JOHNSON,Alphonse JOHNSON
808,Alf. WILLIAMS,Alfred WILLIAMS
809,Alf. WILLIAMS,Alphonse WILLIAMS
810,Alf. MILLER,Alfred MILLER
811,Alf. MILLER,Alphonse MILLER
812,Alf. TAYLOR,Alfred TAYLOR
813,Alf. TAYLOR,Alphonse TAYLOR
814,Alf. WILSON,Alfred WILSON
815,Alf. WILSON,Alphonse WILSON
816,Alf. DAVIS,Alfred DAVIS
817,Alf. DAVIS,Alphonse DAVIS
818,Alf. WHITE,Alfred WHITE
819,Alf. WHITE,Alphonse WHITE
820,Alf. CLARK,Alfred CLARK
821,Alf. CLARK,Alphonse CLARK
822,Alf. HALL,Alfred HALL
823,Alf. HALL,Alphonse HALL
824,Alf. THOMAS,Alfred THOMAS
825,Alf. THOMAS,Alphonse THOMAS
826,Alf. THOMPSON,Alfred THOMPSON
827,Alf. THOMPSON,Alphonse THOMPSON
828,Alf. MOORE,Alfred MOORE
829,Alf. MOORE,Alphonse MOORE
830,Alf. HILL,Alfred HILL
831,Alf. HILL,Alphonse HILL
832,Alf. WALKER,Alfred WALKER
833,Alf. WALKER,Alphonse WALKER
834,Alf. ANDERSON,Alfred ANDERSON
835,Alf. ANDERSON,Alphonse ANDERSON
836,Alf. WRIGHT,Alfred WRIGHT
837,Alf. WRIGHT,Alphonse WRIGHT
838,Alf. MARTIN,Alfred MARTIN
839,Alf. MARTIN,Alphonse MARTIN
840,Alf. WOOD,Alfred WOOD
841,Alf. WOOD,Alphonse WOOD
842,Alf. ALLEN,Alfred ALLEN
843,Alf. ALLEN,Alphonse ALLEN
844,Alf. ROBINSON,Alfred ROBINSON
845,Alf. ROBINSON,Alphonse ROBINSON
846,Alf. LEWIS,Alfred LEWIS
847,Alf. LEWIS,Alphonse LEWIS
848,Alf. SCOTT,Alfred SCOTT
849,Alf. SCOTT,Alphonse SCOTT
850,Alf. YOUNG,Alfred YOUNG
851,Alf. YOUNG,Alphonse YOUNG
852,Alf. JACKSON,Alfred JACKSON
853,Alf. JACKSON,Alphonse JACKSON
854,Alf. ADAMS,Alfred ADAMS
855,Alf. ADAMS,Alphonse ADAMS
856,Alf. TRYNISKI,Alfred TRYNISKI
857,Alf. TRYNISKI,Alphonse TRYNISKI
858,Alf. GREEN,Alfred GREEN
859,Alf. GREEN,Alphonse GREEN
860,Alf. EVANS,Alfred EVANS
861,Alf. EVANS,Alphonse EVANS
862,Alf. KING,Alfred KING
863,Alf. KING,Alphonse KING
864,Alf. BAKER,Alfred BAKER
865,Alf. BAKER,Alphonse BAKER
866,Alf. JOHN,Alfred JOHN
867,Alf. JOHN,Alphonse JOHN
868,Alf. HARRIS,Alfred HARRIS
869,Alf. HARRIS,Alphonse HARRIS
870,Alf. ROBERTS,Alfred ROBERTS
871,Alf. ROBERTS,Alphonse ROBERTS
872,Alf. CAMPBELL,Alfred CAMPBELL
873,Alf. CAMPBELL,Alphonse CAMPBELL
874,Alf. JAMES,Alfred JAMES
875,Alf. JAMES,Alphonse JAMES
876,Alf. STEWART,Alfred STEWART
877,Alf. STEWART,Alphonse STEWART
878,Alf. LEE,Alfred LEE
879,Alf. LEE,Alphonse LEE
880,Alf. COUNTY,Alfred COUNTY
881,Alf. COUNTY,Alphonse COUNTY
882,Alf. TURNER,Alfred TURNER
883,Alf. TURNER,Alphonse TURNER
884,Alf. PARKER,Alfred PARKER
885,Alf. PARKER,Alphonse PARKER
886,Alf. COOK,Alfred COOK
887,Alf. COOK,Alphonse COOK
888,Alf. MC,Alfred MC
889,Alf. MC,Alphonse MC
890,Alf. EDWARDS,Alfred EDWARDS
891,Alf. EDWARDS,Alphonse EDWARDS
892,Alf. MORRIS,Alfred MORRIS
893,Alf. MORRIS,Alphonse MORRIS
894,Alf. MITCHELL,Alfred MITCHELL
895,Alf. MITCHELL,Alphonse MITCHELL
896,Alf. BELL,Alfred BELL
897,Alf. BELL,Alphonse BELL
898,Alf. WARD,Alfred WARD
899,Alf. WARD,Alphonse WARD
900,Alf. WATSON,Alfred WATSON
901,Alf. WATSON,Alphonse WATSON
902,Alf. MORGAN,Alfred MORGAN
903,Alf. MORGAN,Alphonse MORGAN
904,Alf. DAVIES,Alfred DAVIES
905,Alf. DAVIES,Alphonse DAVIES
906,Alf. COOPER,Alfred COOPER
907,Alf. COOPER,Alphonse COOPER
908,Alf. PHILLIPS,Alfred PHILLIPS
909,Alf. PHILLIPS,Alphonse PHILLIPS
910,Alf. ROGERS,Alfred ROGERS
911,Alf. ROGERS,Alphonse ROGERS
912,Alf. GRAY,Alfred GRAY
913,Alf. GRAY,Alphonse GRAY
914,Alf. HUGHES,Alfred HUGHES
915,Alf. HUGHES,Alphonse HUGHES
916,Alf. HARRISON,Alfred HARRISON
917,Alf. HARRISON,Alphonse HARRISON
918,Alf. CARTER,Alfred CARTER
919,Alf. CARTER,Alphonse CARTER
920,Alf. MURPHY,Alfred MURPHY
921,Alf. MURPHY,Alphonse MURPHY
922,Alf. COLLINS,Alfred COLLINS
923,Alf. COLLINS,Alphonse COLLINS
924,Alf. HENRY,Alfred HENRY
925,Alf. HENRY,Alphonse HENRY
926,Alf. FOSTER,Alfred FOSTER
927,Alf. FOSTER,Alphonse FOSTER
928,Alf. RICHARDSON,Alfred RICHARDSON
929,Alf. RICHARDSON,Alphonse RICHARDSON
930,Alf. RUSSELL,Alfred RUSSELL
931,Alf. RUSSELL,Alphonse RUSSELL
932,Alf. HAMILTON,Alfred HAMILTON
933,Alf. HAMILTON,Alphonse HAMILTON
934,Alf. SHAW,Alfred SHAW
935,Alf. SHAW,Alphonse SHAW
936,Alf. BENNETT,Alfred BENNETT
937,Alf. BENNETT,Alphonse BENNETT
938,Alf. HOWARD,Alfred HOWARD
939,Alf. HOWARD,Alphonse HOWARD
940,Alf. REED,Alfred REED
941,Alf. REED,Alphonse REED
942,Alf. FISHER,Alfred FISHER
943,Alf. FISHER,Alphonse FISHER
944,Alf. MARSHALL,Alfred MARSHALL
945,Alf. MARSHALL,Alphonse MARSHALL
946,Alf. MAY,Alfred MAY
947,Alf. MAY,Alphonse MAY
948,Alf. CHURCH,Alfred CHURCH
949,Alf. CHURCH,Alphonse CHURCH
950,Alf. WASHINGTON,Alfred WASHINGTON
951,Alf. WASHINGTON,Alphonse WASHINGTON
952,Alf. KELLY,Alfred KELLY
953,Alf. KELLY,Alphonse KELLY
954,Alf. PRICE,Alfred PRICE
955,Alf. PRICE,Alphonse PRICE
956,Alf. MURRAY,Alfred MURRAY
957,Alf. MURRAY,Alphonse MURRAY
958,Alf. WILLIAM,Alfred WILLIAM
959,Alf. WILLIAM,Alphonse WILLIAM
960,Alf. PALMER,Alfred PALMER
961,Alf. PALMER,Alphonse PALMER
962,Alf. STEVENS,Alfred STEVENS
963,Alf. STEVENS,Alphonse STEVENS
964,Alf. COX,Alfred COX
965,Alf. COX,Alphonse COX
966,Alf. ROBERTSON,Alfred ROBERTSON
967,Alf. ROBERTSON,Alphonse ROBERTSON
968,Alf. MISS,Alfred MISS
969,Alf. MISS,Alphonse MISS
970,Alf. CLARKE,Alfred CLARKE
971,Alf. CLARKE,Alphonse CLARKE
972,Alf. BAILEY,Alfred BAILEY
973,Alf. BAILEY,Alphonse BAILEY
974,Alf. GEORGE,Alfred GEORGE
975,Alf. GEORGE,Alphonse GEORGE
976,Alf. NELSON,Alfred NELSON
977,Alf. NELSON,Alphonse NELSON
978,Alf. MASON,Alfred MASON
979,Alf. MASON,Alphonse MASON
980,Alf. BUTLER,Alfred BUTLER
981,Alf. BUTLER,Alphonse BUTLER
982,Alf. MILLS,Alfred MILLS
983,Alf. MILLS,Alphonse MILLS
984,Alf. HUNT,Alfred HUNT
985,Alf. HUNT,Alphonse HUNT
986,Alf. ISLAND,Alfred ISLAND
987,Alf. ISLAND,Alphonse ISLAND
988,Alf. SIMPSON,Alfred SIMPSON
989,Alf. SIMPSON,Alphonse SIMPSON
990,Alf. GRAHAM,Alfred GRAHAM
991,Alf. GRAHAM,Alphonse GRAHAM
992,Alf. HENDERSON,Alfred HENDERSON
993,Alf. HENDERSON,Alphonse HENDERSON
994,Alf. ROSS,Alfred ROSS
995,Alf. ROSS,Alphonse ROSS
996,Alf. STONE,Alfred STONE
997,Alf. STONE,Alphonse STONE
998,Alf. PORTER,Alfred PORTER
999,Alf. PORTER,Alphonse PORTER
1000,Alf. WALLACE,Alfred WALLACE
1001,Alf. WALLACE,Alphonse WALLACE
1002,Alf. KENNEDY,Alfred KENNEDY
1003,Alf. KENNEDY,Alphonse KENNEDY
1004,Alf. GIBSON,Alfred GIBSON
1005,Alf. GIBSON,Alphonse GIBSON
1006,Alf. WEST,Alfred WEST
1007,Alf. WEST,Alphonse WEST
1008,Alf. BROOKS,Alfred BROOKS
1009,Alf. BROOKS,Alphonse BROOKS
1010,Alf. ELLIS,Alfred ELLIS
1011,Alf. ELLIS,Alphonse ELLIS
1012,Alf. BARNES,Alfred BARNES
1013,Alf. BARNES,Alphonse BARNES
1014,Alf. JOHNSTON,Alfred JOHNSTON
1015,Alf. JOHNSTON,Alphonse JOHNSTON
1016,Alf. SULLIVAN,Alfred SULLIVAN
1017,Alf. SULLIVAN,Alphonse SULLIVAN
1018,Alf. WELLS,Alfred WELLS
1019,Alf. WELLS,Alphonse WELLS
1020,Alf. HART,Alfred HART
1021,Alf. HART,Alphonse HART
1022,Alf. FORD,Alfred FORD
1023,Alf. FORD,Alphonse FORD
1024,Alf. REYNOLDS,Alfred REYNOLDS
1025,Alf. REYNOLDS,Alphonse REYNOLDS
1026,Alf. ALEXANDER,Alfred ALEXANDER
1027,Alf. ALEXANDER,Alphonse ALEXANDER
1028,Alf. CO,Alfred CO
1029,Alf. CO,Alphonse CO
1030,Alf. COLE,Alfred COLE
1031,Alf. COLE,Alphonse COLE
1032,Alf. FOX,Alfred FOX
1033,Alf. FOX,Alphonse FOX
1034,Alf. HOLMES,Alfred HOLMES
1035,Alf. HOLMES,Alphonse HOLMES
1036,Alf. DAY,Alfred DAY
1037,Alf. DAY,Alphonse DAY
1038,Alf. CHAPMAN,Alfred CHAPMAN
1039,Alf. CHAPMAN,Alphonse CHAPMAN
1040,Alf. POWELL,Alfred POWELL
1041,Alf. POWELL,Alphonse POWELL
1042,Alf. WEBSTER,Alfred WEBSTER
1043,Alf. WEBSTER,Alphonse WEBSTER
1044,Alf. LONG,Alfred LONG
1045,Alf. LONG,Alphonse LONG
1046,Alf. RICHARDS,Alfred RICHARDS
1047,Alf. RICHARDS,Alphonse RICHARDS
1048,Alf. GRANT,Alfred GRANT
1049,Alf. GRANT,Alphonse GRANT
1050,Alf. HUNTER,Alfred HUNTER
1051,Alf. HUNTER,Alphonse HUNTER
1052,Alf. WEBB,Alfred WEBB
1053,Alf. WEBB,Alphonse WEBB
1054,Alf. THOMSON,Alfred THOMSON
1055,Alf. THOMSON,Alphonse THOMSON
1056,Alf. WM,Alfred WM
1057,Alf. WM,Alphonse WM
1058,Alf. LINCOLN,Alfred LINCOLN
1059,Alf. LINCOLN,Alphonse LINCOLN
1060,Alf. GORDON,Alfred GORDON
1061,Alf. GORDON,Alphonse GORDON
1062,Alf. WHEELER,Alfred WHEELER
1063,Alf. WHEELER,Alphonse WHEELER
1064,Alf. STREET,Alfred STREET
1065,Alf. STREET,Alphonse STREET
1066,Alf. PERRY,Alfred PERRY
1067,Alf. PERRY,Alphonse PERRY
1068,Alf. BLACK,Alfred BLACK
1069,Alf. BLACK,Alphonse BLACK
1070,Alf. LANE,Alfred LANE
1071,Alf. LANE,Alphonse LANE
1072,Alf. GARDNER,Alfred GARDNER
1073,Alf. GARDNER,Alphonse GARDNER
1074,Alf. CITY,Alfred CITY
1075,Alf. CITY,Alphonse CITY
1076,Alf. LAWRENCE,Alfred LAWRENCE
1077,Alf. LAWRENCE,Alphonse LAWRENCE
1078,Alf. ANDREWS,Alfred ANDREWS
1079,Alf. ANDREWS,Alphonse ANDREWS
1080,Alf. WARREN,Alfred WARREN
1081,Alf. WARREN,Alphonse WARREN
1082,Alf. SPENCER,Alfred SPENCER
1083,Alf. SPENCER,Alphonse SPENCER
1084,Alf. RICE,Alfred RICE
1085,Alf. RICE,Alphonse RICE
1086,Alf. JENKINS,Alfred JENKINS
1087,Alf. JENKINS,Alphonse JENKINS
1088,Alf. KNIGHT,Alfred KNIGHT
1089,Alf. KNIGHT,Alphonse KNIGHT
1090,Alf. ARMSTRONG,Alfred ARMSTRONG
1091,Alf. ARMSTRONG,Alphonse ARMSTRONG
1092,Alf. BURNS,Alfred BURNS
1093,Alf. BURNS,Alphonse BURNS
1094,Alf. BARKER,Alfred BARKER
1095,Alf. BARKER,Alphonse BARKER
1096,Alf. DUNN,Alfred DUNN
1097,Alf. DUNN,Alphonse DUNN
1098,Alf. REID,Alfred REID
1099,Alf. REID,Alphonse REID
1100,Alf. COLLEGE,Alfred COLLEGE
1101,Alf. COLLEGE,Alphonse COLLEGE
1102,Alf. MARY,Alfred MARY
1103,Alf. MARY,Alphonse MARY
1104,Alf. HAYES,Alfred HAYES
1105,Alf. HAYES,Alphonse HAYES
1106,Alf. PAGE,Alfred PAGE
1107,Alf. PAGE,Alphonse PAGE
1108,Alf. ROSE,Alfred ROSE
1109,Alf. ROSE,Alphonse ROSE
1110,Alf. PATTERSON,Alfred PATTERSON
1111,Alf. PATTERSON,Alphonse PATTERSON
1112,Alf. ANN,Alfred ANN
1113,Alf. ANN,Alphonse ANN
1114,Alf. CRAWFORD,Alfred CRAWFORD
1115,Alf. CRAWFORD,Alphonse CRAWFORD
1116,Alf. ARNOLD,Alfred ARNOLD
1117,Alf. ARNOLD,Alphonse ARNOLD
1118,Alf. HOUSE,Alfred HOUSE
1119,Alf. HOUSE,Alphonse HOUSE
1120,Amb. SMITH,Ambrose SMITH
1121,Amb. JONES,Ambrose JONES
1122,Amb. BROWN,Ambrose BROWN
1123,Amb. JOHNSON,Ambrose JOHNSON
1124,Amb. WILLIAMS,Ambrose WILLIAMS
1125,Amb. MILLER,Ambrose MILLER
1126,Amb. TAYLOR,Ambrose TAYLOR
1127,Amb. WILSON,Ambrose WILSON
1128,Amb. DAVIS,Ambrose DAVIS
1129,Amb. WHITE,Ambrose WHITE
1130,Amb. CLARK,Ambrose CLARK
1131,Amb. HALL,Ambrose HALL
1132,Amb. THOMAS,Ambrose THOMAS
1133,Amb. THOMPSON,Ambrose THOMPSON
1134,Amb. MOORE,Ambrose MOORE
1135,Amb. HILL,Ambrose HILL
1136,Amb. WALKER,Ambrose WALKER
1137,Amb. ANDERSON,Ambrose ANDERSON
1138,Amb. WRIGHT,Ambrose WRIGHT
1139,Amb. MARTIN,Ambrose MARTIN
1140,Amb. WOOD,Ambrose WOOD
1141,Amb. ALLEN,Ambrose ALLEN
1142,Amb. ROBINSON,Ambrose ROBINSON
1143,Amb. LEWIS,Ambrose LEWIS
1144,Amb. SCOTT,Ambrose SCOTT
1145,Amb. YOUNG,Ambrose YOUNG
1146,Amb. JACKSON,Ambrose JACKSON
1147,Amb. ADAMS,Ambrose ADAMS
1148,Amb. TRYNISKI,Ambrose TRYNISKI
1149,Amb. GREEN,Ambrose GREEN
1150,Amb. EVANS,Ambrose EVANS
1151,Amb. KING,Ambrose KING
1152,Amb. BAKER,Ambrose BAKER
1153,Amb. JOHN,Ambrose JOHN
1154,Amb. HARRIS,Ambrose HARRIS
1155,Amb. ROBERTS,Ambrose ROBERTS
1156,Amb. CAMPBELL,Ambrose CAMPBELL
1157,Amb. JAMES,Ambrose JAMES
1158,Amb. STEWART,Ambrose STEWART
1159,Amb. LEE,Ambrose LEE
1160,Amb. COUNTY,Ambrose COUNTY
1161,Amb. TURNER,Ambrose TURNER
1162,Amb. PARKER,Ambrose PARKER
1163,Amb. COOK,Ambrose COOK
1164,Amb. MC,Ambrose MC
1165,Amb. EDWARDS,Ambrose EDWARDS
1166,Amb. MORRIS,Ambrose MORRIS
1167,Amb. MITCHELL,Ambrose MITCHELL
1168,Amb. BELL,Ambrose BELL
1169,Amb. WARD,Ambrose WARD
1170,Amb. WATSON,Ambrose WATSON
1171,Amb. MORGAN,Ambrose MORGAN
1172,Amb. DAVIES,Ambrose DAVIES
1173,Amb. COOPER,Ambrose COOPER
1174,Amb. PHILLIPS,Ambrose PHILLIPS
1175,Amb. ROGERS,Ambrose ROGERS
1176,Amb. GRAY,Ambrose GRAY
1177,Amb. HUGHES,Ambrose HUGHES
1178,Amb. HARRISON,Ambrose HARRISON
1179,Amb. CARTER,Ambrose CARTER
1180,Amb. MURPHY,Ambrose MURPHY
1181,Amb. COLLINS,Ambrose COLLINS
1182,Amb. HENRY,Ambrose HENRY
1183,Amb. FOSTER,Ambrose FOSTER
1184,Amb. RICHARDSON,Ambrose RICHARDSON
1185,Amb. RUSSELL,Ambrose RUSSELL
1186,Amb. HAMILTON,Ambrose HAMILTON
1187,Amb. SHAW,Ambrose SHAW
1188,Amb. BENNETT,Ambrose BENNETT
1189,Amb. HOWARD,Ambrose HOWARD
1190,Amb. REED,Ambrose REED
1191,Amb. FISHER,Ambrose FISHER
1192,Amb. MARSHALL,Ambrose MARSHALL
1193,Amb. MAY,Ambrose MAY
1194,Amb. CHURCH,Ambrose CHURCH
1195,Amb. WASHINGTON,Ambrose WASHINGTON
1196,Amb. KELLY,Ambrose KELLY
1197,Amb. PRICE,Ambrose PRICE
1198,Amb. MURRAY,Ambrose MURRAY
1199,Amb. WILLIAM,Ambrose WILLIAM
1200,Amb. PALMER,Ambrose PALMER
1201,Amb. STEVENS,Ambrose STEVENS
1202,Amb. COX,Ambrose COX
1203,Amb. ROBERTSON,Ambrose ROBERTSON
1204,Amb. MISS,Ambrose MISS
1205,Amb. CLARKE,Ambrose CLARKE
1206,Amb. BAILEY,Ambrose BAILEY
1207,Amb. GEORGE,Ambrose GEORGE
1208,Amb. NELSON,Ambrose NELSON
1209,Amb. MASON,Ambrose MASON
1210,Amb. BUTLER,Ambrose BUTLER
1211,Amb. MILLS,Ambrose MILLS
1212,Amb. HUNT,Ambrose HUNT
1213,Amb. ISLAND,Ambrose ISLAND
1214,Amb. SIMPSON,Ambrose SIMPSON
1215,Amb. GRAHAM,Ambrose GRAHAM
1216,Amb. HENDERSON,Ambrose HENDERSON
1217,Amb. ROSS,Ambrose ROSS
1218,Amb. STONE,Ambrose STONE
1219,Amb. PORTER,Ambrose PORTER
1220,Amb. WALLACE,Ambrose WALLACE
1221,Amb. KENNEDY,Ambrose KENNEDY
1222,Amb. GIBSON,Ambrose GIBSON
1223,Amb. WEST,Ambrose WEST
1224,Amb. BROOKS,Ambrose BROOKS
1225,Amb. ELLIS,Ambrose ELLIS
1226,Amb. BARNES,Ambrose BARNES
1227,Amb. JOHNSTON,Ambrose JOHNSTON
1228,Amb. SULLIVAN,Ambrose SULLIVAN
1229,Amb. WELLS,Ambrose WELLS
1230,Amb. HART,Ambrose HART
1231,Amb. FORD,Ambrose FORD
1232,Amb. REYNOLDS,Ambrose REYNOLDS
1233,Amb. ALEXANDER,Ambrose ALEXANDER
1234,Amb. CO,Ambrose CO
1235,Amb. COLE,Ambrose COLE
1236,Amb. FOX,Ambrose FOX
1237,Amb. HOLMES,Ambrose HOLMES
1238,Amb. DAY,Ambrose DAY
1239,Amb. CHAPMAN,Ambrose CHAPMAN
1240,Amb. POWELL,Ambrose POWELL
1241,Amb. WEBSTER,Ambrose WEBSTER
1242,Amb. LONG,Ambrose LONG
1243,Amb. RICHARDS,Ambrose RICHARDS
1244,Amb. GRANT,Ambrose GRANT
1245,Amb. HUNTER,Ambrose HUNTER
1246,Amb. WEBB,Ambrose WEBB
1247,Amb. THOMSON,Ambrose THOMSON
1248,Amb. WM,Ambrose WM
1249,Amb. LINCOLN,Ambrose LINCOLN
1250,Amb. GORDON,Ambrose GORDON
1251,Amb. WHEELER,Ambrose WHEELER
1252,Amb. STREET,Ambrose STREET
1253,Amb. PERRY,Ambrose PERRY
1254,Amb. BLACK,Ambrose BLACK
1255,Amb. LANE,Ambrose LANE
1256,Amb. GARDNER,Ambrose GARDNER
1257,Amb. CITY,Ambrose CITY
1258,Amb. LAWRENCE,Ambrose LAWRENCE
1259,Amb. ANDREWS,Ambrose ANDREWS
1260,Amb. WARREN,Ambrose WARREN
1261,Amb. SPENCER,Ambrose SPENCER
1262,Amb. RICE,Ambrose RICE
1263,Amb. JENKINS,Ambrose JENKINS
1264,Amb. KNIGHT,Ambrose KNIGHT
1265,Amb. ARMSTRONG,Ambrose ARMSTRONG
1266,Amb. BURNS,Ambrose BURNS
1267,Amb. BARKER,Ambrose BARKER
1268,Amb. DUNN,Ambrose DUNN
1269,Amb. REID,Ambrose REID
1270,Amb. COLLEGE,Ambrose COLLEGE
1271,Amb. MARY,Ambrose MARY
1272,Amb. HAYES,Ambrose HAYES
1273,Amb. PAGE,Ambrose PAGE
1274,Amb. ROSE,Ambrose ROSE
1275,Amb. PATTERSON,Ambrose PATTERSON
1276,Amb. ANN,Ambrose ANN
1277,Amb. CRAWFORD,Ambrose CRAWFORD
1278,Amb. ARNOLD,Ambrose ARNOLD
1279,Amb. HOUSE,Ambrose HOUSE
1280,An. SMITH,Anne SMITH
1281,An. SMITH,Anna SMITH
